Time,Llandrinio,Llanymynech,Abermule,Crewgreen,Meifod,Caersws,Llanidlois
17/02/2022 01:00:00,5.902,4.181,2.776,0,2.337,2.264,1.791
17/02/2022 01:15:00,5.905,4.184,2.762,0,2.311,2.239,1.785
17/02/2022 01:30:00,5.902,4.185,2.754,0,2.287,2.217,1.78
17/02/2022 01:45:00,5.909,4.189,2.731,0,2.266,2.197,1.774
17/02/2022 02:00:00,5.906,4.189,2.724,0,2.25,2.176,1.769
17/02/2022 02:15:00,5.911,4.189,2.707,0,2.23,2.161,1.764
17/02/2022 02:30:00,5.916,4.189,2.685,0,2.217,2.146,1.759
17/02/2022 02:45:00,5.917,4.189,2.673,0,2.194,2.138,1.755
17/02/2022 03:00:00,5.914,4.186,2.652,0,2.175,2.123,1.751
17/02/2022 03:15:00,5.921,4.182,2.636,0,2.155,2.118,1.746
17/02/2022 03:30:00,5.924,4.177,2.611,0,2.138,2.112,1.742
17/02/2022 03:45:00,5.929,4.173,2.581,0,2.12,2.109,1.738
17/02/2022 04:00:00,5.93,4.168,2.572,0,2.104,2.099,1.734
17/02/2022 04:15:00,5.934,4.161,2.542,0,2.089,2.098,1.731
17/02/2022 04:30:00,5.939,4.154,2.522,0,2.08,2.093,1.727
17/02/2022 04:45:00,5.945,4.146,2.505,0,2.067,2.084,1.724
17/02/2022 05:00:00,5.942,4.137,2.481,0,2.054,2.079,1.721
17/02/2022 05:15:00,5.946,4.128,2.467,0,2.041,2.079,1.718
17/02/2022 05:30:00,5.95,4.117,2.452,0,2.028,2.074,1.714
17/02/2022 05:45:00,5.956,4.107,2.421,0,2.014,2.066,1.711
17/02/2022 06:00:00,5.96,4.097,2.405,0,1.999,2.058,1.708
17/02/2022 06:15:00,5.965,4.085,2.389,0,1.986,2.046,1.705
17/02/2022 06:30:00,5.97,4.071,2.374,0,1.974,2.041,1.703
17/02/2022 06:45:00,5.975,4.06,2.36,0,1.961,2.03,1.701
17/02/2022 07:00:00,5.98,4.051,2.344,0,1.95,2.027,1.699
17/02/2022 07:15:00,5.984,4.039,2.329,0,1.941,2.021,1.698
17/02/2022 07:30:00,5.989,4.025,2.321,0,1.93,2.011,1.697
17/02/2022 07:45:00,5.996,4.011,2.307,0,1.925,2.006,1.696
17/02/2022 08:00:00,5.997,3.998,2.298,0,1.917,2.006,1.694
17/02/2022 08:15:00,5.999,3.985,2.294,0,1.908,2,1.692
17/02/2022 08:30:00,6.007,3.972,2.274,0,1.902,1.991,1.69
17/02/2022 08:45:00,6.015,3.957,2.271,0,1.895,1.991,1.688
17/02/2022 09:00:00,6.02,3.943,2.258,0,1.891,1.983,1.686
17/02/2022 09:15:00,6.023,3.925,2.246,0,1.882,1.981,1.683
17/02/2022 09:30:00,6.031,3.914,2.238,0,1.877,1.983,1.68
17/02/2022 09:45:00,6.041,3.896,2.232,0,1.873,1.974,1.678
17/02/2022 10:00:00,6.048,3.876,2.226,0,1.871,1.972,1.675
17/02/2022 10:15:00,6.059,3.861,2.208,0,1.865,1.978,1.672
17/02/2022 10:30:00,6.056,3.84,2.204,0,1.861,1.967,1.67
17/02/2022 10:45:00,6.066,3.819,2.185,0,1.857,1.959,1.667
17/02/2022 11:00:00,6.078,3.798,2.181,0,1.851,1.959,1.664
17/02/2022 11:15:00,6.081,3.777,2.174,0,1.841,1.952,1.662
17/02/2022 11:30:00,6.091,3.756,2.168,0,1.83,1.945,1.659
17/02/2022 11:45:00,6.112,3.733,2.157,0,1.824,1.945,1.656
17/02/2022 12:00:00,6.102,3.711,2.148,0,1.817,1.932,1.654
17/02/2022 12:15:00,6.118,3.69,2.146,0,1.807,1.934,1.651
17/02/2022 12:30:00,6.124,3.666,2.13,0,1.795,1.929,1.649
17/02/2022 12:45:00,6.137,3.643,2.129,0,1.788,1.924,1.647
17/02/2022 13:00:00,6.146,3.621,2.117,0,1.779,1.918,1.644
17/02/2022 13:15:00,6.152,3.599,2.114,0,1.767,1.908,1.642
17/02/2022 13:30:00,6.167,3.577,2.111,0,1.761,1.91,1.64
17/02/2022 13:45:00,6.175,3.559,2.104,0,1.756,1.901,1.638
17/02/2022 14:00:00,6.181,3.539,2.095,0,1.749,1.904,1.636
17/02/2022 14:15:00,6.187,3.519,2.088,0,1.741,1.904,1.634
17/02/2022 14:30:00,6.198,3.503,2.079,0,1.735,1.896,1.632
17/02/2022 14:45:00,6.203,3.483,2.073,0,1.733,1.89,1.63
17/02/2022 15:00:00,6.213,3.467,2.063,0,1.726,1.887,1.628
17/02/2022 15:15:00,6.218,3.449,2.056,0,1.723,1.883,1.626
17/02/2022 15:30:00,6.221,3.43,2.051,0,1.717,1.875,1.623
17/02/2022 15:45:00,6.232,3.414,2.044,0,1.713,1.875,1.621
17/02/2022 16:00:00,6.235,3.397,2.028,0,1.709,1.869,1.62
17/02/2022 16:15:00,6.24,3.381,2.031,0,1.703,1.87,1.619
17/02/2022 16:30:00,6.242,3.362,2.023,0,1.701,1.863,1.618
17/02/2022 16:45:00,6.251,3.344,2.022,0,1.7,1.86,1.617
17/02/2022 17:00:00,6.244,3.328,2.007,0,1.699,1.864,1.617
17/02/2022 17:15:00,6.253,3.311,2.011,0,1.703,1.853,1.617
17/02/2022 17:30:00,6.267,3.295,2.004,0,1.702,1.85,1.618
17/02/2022 17:45:00,6.263,3.277,1.997,0,1.7,1.848,1.62
17/02/2022 18:00:00,6.258,3.261,1.991,0,1.697,1.849,1.621
17/02/2022 18:15:00,6.262,3.245,1.989,0,1.689,1.842,1.622
17/02/2022 18:30:00,6.269,3.229,1.986,0,1.68,1.841,1.623
17/02/2022 18:45:00,6.274,3.213,1.977,0,1.677,1.84,1.624
17/02/2022 19:00:00,6.27,3.198,1.975,0,1.673,1.837,1.624
17/02/2022 19:15:00,6.275,3.185,1.967,0,1.671,1.837,1.624
17/02/2022 19:30:00,6.275,3.17,1.96,0,1.669,1.832,1.612
17/02/2022 19:45:00,6.276,3.157,1.958,0,1.666,1.827,1.6
17/02/2022 20:00:00,6.278,3.145,1.952,0,1.662,1.831,1.586
17/02/2022 20:15:00,6.28,3.134,1.954,0,1.658,1.831,1.571
17/02/2022 20:30:00,6.28,3.122,1.943,0,1.652,1.838,1.561
17/02/2022 20:45:00,6.28,3.11,1.938,0,1.645,1.84,1.542
17/02/2022 21:00:00,6.277,3.101,1.936,0,1.641,1.836,1.524
17/02/2022 21:15:00,6.274,3.09,1.933,0,1.641,1.838,1.509
17/02/2022 21:30:00,6.274,3.081,1.929,0,1.632,1.832,1.495
17/02/2022 21:45:00,6.279,3.07,1.924,0,1.627,1.827,1.482
17/02/2022 22:00:00,6.27,3.063,1.923,0,1.623,1.819,1.473
17/02/2022 22:15:00,6.272,3.051,1.918,0,1.617,1.797,1.466
17/02/2022 22:30:00,6.269,3.042,1.911,0,1.614,1.788,1.461
17/02/2022 22:45:00,6.268,3.033,1.913,0,1.611,1.768,1.456
17/02/2022 23:00:00,6.262,3.022,1.909,0,1.605,1.754,1.452
17/02/2022 23:15:00,6.261,3.014,1.912,0,1.6,1.737,1.448
17/02/2022 23:30:00,6.265,3.005,1.905,0,1.595,1.723,1.445
17/02/2022 23:45:00,6.257,2.997,1.904,0,1.591,1.709,1.442
18/02/2022 00:00:00,6.254,2.987,1.903,0,1.589,1.694,1.439
18/02/2022 00:15:00,6.257,2.978,1.898,0,1.584,1.685,1.437
18/02/2022 00:30:00,6.251,2.969,1.901,0,1.583,1.668,1.435
18/02/2022 00:45:00,6.247,2.958,1.894,0,1.582,1.664,1.435
18/02/2022 01:00:00,6.243,2.95,1.896,0,1.578,1.656,1.435
18/02/2022 01:15:00,6.241,2.941,1.892,0,1.576,1.65,1.436
18/02/2022 01:30:00,6.239,2.935,1.883,0,1.577,1.653,1.439
18/02/2022 01:45:00,6.236,2.928,1.876,0,1.58,1.651,1.445
18/02/2022 02:00:00,6.231,2.92,1.862,0,1.584,1.649,1.453
18/02/2022 02:15:00,6.226,2.914,1.861,0,1.591,1.659,1.463
18/02/2022 02:30:00,6.231,2.909,1.85,0,1.603,1.668,1.476
18/02/2022 02:45:00,6.226,2.907,1.842,0,1.619,1.679,1.492
18/02/2022 03:00:00,6.22,2.904,1.845,0,1.641,1.694,1.51
18/02/2022 03:15:00,6.221,2.905,1.844,0,1.669,1.714,1.532
18/02/2022 03:30:00,6.219,2.91,1.853,0,1.706,1.76,1.556
18/02/2022 03:45:00,6.214,2.921,1.867,0,1.753,1.859,1.582
18/02/2022 04:00:00,6.214,2.935,1.895,0,1.809,1.979,1.608
18/02/2022 04:15:00,6.205,2.956,1.917,0,1.87,2.08,1.634
18/02/2022 04:30:00,6.2,2.983,1.957,0,1.946,2.173,1.656
18/02/2022 04:45:00,6.201,3.017,2.004,0,2.028,2.281,1.674
18/02/2022 05:00:00,6.198,3.053,2.053,0,2.114,2.376,1.69
18/02/2022 05:15:00,6.201,3.096,2.124,0,2.198,2.42,1.704
18/02/2022 05:30:00,6.194,3.148,2.174,0,2.273,2.447,1.718
18/02/2022 05:45:00,6.191,3.199,2.249,0,2.338,2.467,1.731
18/02/2022 06:00:00,6.194,3.251,2.3,0,2.401,2.489,1.742
18/02/2022 06:15:00,6.19,3.307,2.358,0,2.459,2.511,1.752
18/02/2022 06:30:00,6.188,3.366,2.416,0,2.521,2.536,1.761
18/02/2022 06:45:00,6.188,3.424,2.48,0,2.579,2.557,1.767
18/02/2022 07:00:00,6.192,3.487,2.538,0,2.633,2.572,1.768
18/02/2022 07:15:00,6.183,3.548,2.603,0,2.682,2.585,1.765
18/02/2022 07:30:00,6.181,3.613,2.667,0,2.719,2.591,1.757
18/02/2022 07:45:00,6.176,3.674,2.729,0,2.746,2.587,1.748
18/02/2022 08:00:00,6.171,3.732,2.789,0,2.767,2.587,1.736
18/02/2022 08:15:00,6.173,3.789,2.844,0,2.784,2.58,1.722
18/02/2022 08:30:00,6.173,3.847,2.867,0,2.796,2.568,1.706
18/02/2022 08:45:00,6.168,3.897,2.902,0,2.796,2.557,1.692
18/02/2022 09:00:00,6.168,3.939,2.917,0,2.796,2.544,1.68
18/02/2022 09:15:00,6.165,3.975,2.94,0,2.79,2.525,1.668
18/02/2022 09:30:00,6.165,4.006,2.943,0,2.787,2.508,1.658
18/02/2022 09:45:00,6.164,4.033,2.958,0,2.776,2.488,1.651
18/02/2022 10:00:00,6.165,4.06,2.974,0,2.765,2.466,1.646
18/02/2022 10:15:00,6.164,4.083,2.989,0,2.744,2.439,1.644
18/02/2022 10:30:00,6.162,4.103,2.993,0,2.729,2.414,1.644
18/02/2022 10:45:00,6.167,4.123,2.991,0,2.707,2.388,1.645
18/02/2022 11:00:00,6.163,4.137,3.002,0,2.682,2.369,1.646
18/02/2022 11:15:00,6.157,4.152,3.006,0,2.659,2.343,1.65
18/02/2022 11:30:00,6.168,4.166,3.01,0,2.633,2.314,1.653
18/02/2022 11:45:00,6.17,4.174,3.027,0,2.611,2.284,1.658
18/02/2022 12:00:00,6.163,4.184,3.031,0,2.591,2.267,1.663
18/02/2022 12:15:00,6.169,4.188,3.02,0,2.564,2.249,1.668
18/02/2022 12:30:00,6.16,4.198,3.022,0,2.549,2.242,1.671
18/02/2022 12:45:00,6.164,4.205,3.021,0,2.531,2.24,1.674
18/02/2022 13:00:00,6.159,4.21,3.013,0,2.512,2.242,1.68
18/02/2022 13:15:00,6.158,4.214,3.015,0,2.496,2.241,1.687
18/02/2022 13:30:00,6.16,4.218,3.003,0,2.486,2.242,1.696
18/02/2022 13:45:00,6.156,4.221,2.987,0,2.477,2.246,1.706
18/02/2022 14:00:00,6.164,4.222,2.968,0,2.472,2.246,1.716
18/02/2022 14:15:00,6.16,4.225,2.953,0,2.472,2.261,1.724
18/02/2022 14:30:00,6.16,4.223,2.932,0,2.481,2.261,1.73
18/02/2022 14:45:00,6.166,4.225,2.914,0,2.487,2.276,1.732
18/02/2022 15:00:00,6.155,4.225,2.885,0,2.495,2.298,1.732
18/02/2022 15:15:00,6.157,4.224,2.864,0,2.507,2.313,1.73
18/02/2022 15:30:00,6.157,4.222,2.853,0,2.521,2.327,1.725
18/02/2022 15:45:00,6.154,4.219,2.829,0,2.529,2.338,1.718
18/02/2022 16:00:00,6.157,4.219,2.83,0,2.539,2.345,1.711
18/02/2022 16:15:00,6.158,4.217,2.811,0,2.546,2.348,1.705
18/02/2022 16:30:00,6.164,4.218,2.804,0,2.549,2.347,1.701
18/02/2022 16:45:00,6.163,4.212,2.794,0,2.556,2.34,1.696
18/02/2022 17:00:00,6.164,4.209,2.786,0,2.559,2.327,1.69
18/02/2022 17:15:00,6.167,4.205,2.782,0,2.556,2.31,1.684
18/02/2022 17:30:00,6.167,4.203,2.769,0,2.547,2.292,1.679
18/02/2022 17:45:00,6.165,4.2,2.761,0,2.535,2.269,1.673
18/02/2022 18:00:00,6.169,4.195,2.747,0,2.518,2.245,1.668
18/02/2022 18:15:00,6.173,4.188,2.734,0,2.501,2.219,1.663
18/02/2022 18:30:00,6.172,4.189,2.729,0,2.482,2.19,1.658
18/02/2022 18:45:00,6.172,4.185,2.725,0,2.462,2.173,1.653
18/02/2022 19:00:00,6.178,4.183,2.725,0,2.441,2.155,1.648
18/02/2022 19:15:00,6.186,4.183,2.714,0,2.422,2.142,1.643
18/02/2022 19:30:00,6.187,4.178,2.718,0,2.402,2.14,1.638
18/02/2022 19:45:00,6.188,4.172,2.713,0,2.38,2.129,1.634
18/02/2022 20:00:00,6.192,4.172,2.691,0,2.362,2.122,1.629
18/02/2022 20:15:00,6.193,4.166,2.688,0,2.339,2.11,1.625
18/02/2022 20:30:00,6.197,4.165,2.679,0,2.319,2.099,1.621
18/02/2022 20:45:00,6.209,4.16,2.67,0,2.301,2.09,1.616
18/02/2022 21:00:00,6.211,4.159,2.651,0,2.282,2.075,1.612
18/02/2022 21:15:00,6.216,4.155,2.633,0,2.263,2.071,1.608
18/02/2022 21:30:00,6.219,4.149,2.618,0,2.249,2.065,1.604
18/02/2022 21:45:00,6.233,4.145,2.603,0,2.236,2.054,1.6
18/02/2022 22:00:00,6.237,4.143,2.579,0,2.217,2.044,1.596
18/02/2022 22:15:00,6.253,4.14,2.558,0,2.201,2.028,1.592
18/02/2022 22:30:00,6.26,4.138,2.536,0,2.187,2.029,1.589
18/02/2022 22:45:00,6.27,4.135,2.526,0,2.174,2.021,1.586
18/02/2022 23:00:00,6.278,4.131,2.494,0,2.165,2.011,1.582
18/02/2022 23:15:00,6.291,4.126,2.476,0,2.15,2.002,1.58
18/02/2022 23:30:00,6.301,4.124,2.462,0,2.135,1.992,1.577
18/02/2022 23:45:00,6.308,4.116,2.446,0,2.119,1.987,1.574
19/02/2022 00:00:00,6.322,4.111,2.429,0,2.104,1.978,1.571
19/02/2022 00:15:00,6.336,4.108,2.406,0,2.088,1.971,1.568
19/02/2022 00:30:00,6.351,4.102,2.394,0,2.075,1.964,1.566
19/02/2022 00:45:00,6.359,4.096,2.38,0,2.062,1.959,1.563
19/02/2022 01:00:00,6.373,4.092,2.356,0,2.05,1.944,1.561
19/02/2022 01:15:00,6.395,4.085,2.346,0,2.041,1.939,1.558
19/02/2022 01:30:00,6.394,4.079,2.325,0,2.029,1.94,1.556
19/02/2022 01:45:00,6.412,4.074,2.325,0,2.02,1.931,1.554
19/02/2022 02:00:00,6.421,4.065,2.304,0,2.006,1.922,1.552
19/02/2022 02:15:00,6.432,4.059,2.281,0,1.994,1.916,1.55
19/02/2022 02:30:00,6.435,4.05,2.274,0,1.985,1.911,1.548
19/02/2022 02:45:00,6.45,4.044,2.263,0,1.975,1.9,1.545
19/02/2022 03:00:00,6.464,4.033,2.249,0,1.969,1.896,1.543
19/02/2022 03:15:00,6.47,4.025,2.232,0,1.961,1.892,1.541
19/02/2022 03:30:00,6.469,4.019,2.226,0,1.949,1.882,1.539
19/02/2022 03:45:00,6.477,4.009,2.212,0,1.94,1.881,1.537
19/02/2022 04:00:00,6.484,3.999,2.197,0,1.93,1.88,1.535
19/02/2022 04:15:00,6.488,3.991,2.187,0,1.92,1.867,1.533
19/02/2022 04:30:00,6.489,3.983,2.179,0,1.909,1.862,1.531
19/02/2022 04:45:00,6.501,3.974,2.163,0,1.904,1.856,1.529
19/02/2022 05:00:00,6.503,3.962,2.148,0,1.898,1.851,1.527
19/02/2022 05:15:00,6.51,3.952,2.141,0,1.889,1.846,1.525
19/02/2022 05:30:00,6.519,3.939,2.133,0,1.882,1.846,1.523
19/02/2022 05:45:00,6.51,3.928,2.124,0,1.875,1.836,1.521
19/02/2022 06:00:00,6.522,3.92,2.112,0,1.868,1.836,1.519
19/02/2022 06:15:00,6.525,3.908,2.105,0,1.859,1.838,1.517
19/02/2022 06:30:00,6.524,3.893,2.102,0,1.852,1.823,1.515
19/02/2022 06:45:00,6.527,3.881,2.087,0,1.844,1.82,1.514
19/02/2022 07:00:00,6.527,3.868,2.075,0,1.837,1.813,1.512
19/02/2022 07:15:00,6.532,3.855,2.075,0,1.831,1.803,1.51
19/02/2022 07:30:00,6.523,3.839,2.071,0,1.824,1.804,1.508
19/02/2022 07:45:00,6.531,3.821,2.055,0,1.819,1.799,1.506
19/02/2022 08:00:00,6.528,3.808,2.047,0,1.813,1.796,1.505
19/02/2022 08:15:00,6.524,3.792,2.045,0,1.807,1.79,1.504
19/02/2022 08:30:00,6.527,3.776,2.034,0,1.802,1.786,1.503
19/02/2022 08:45:00,6.522,3.761,2.029,0,1.796,1.782,1.503
19/02/2022 09:00:00,6.526,3.745,2.021,0,1.789,1.782,1.504
19/02/2022 09:15:00,6.523,3.727,2.006,0,1.786,1.778,1.507
19/02/2022 09:30:00,6.523,3.712,2.007,0,1.78,1.778,1.512
19/02/2022 09:45:00,6.521,3.696,2.001,0,1.778,1.78,1.518
19/02/2022 10:00:00,6.528,3.68,2.004,0,1.774,1.786,1.528
19/02/2022 10:15:00,6.523,3.665,2.009,0,1.773,1.793,1.542
19/02/2022 10:30:00,6.527,3.652,2.008,0,1.778,1.809,1.563
19/02/2022 10:45:00,6.52,3.636,2.028,0,1.786,1.824,1.591
19/02/2022 11:00:00,6.512,3.627,2.042,0,1.803,1.856,1.626
19/02/2022 11:15:00,6.516,3.615,2.078,0,1.824,1.915,1.663
19/02/2022 11:30:00,6.516,3.605,2.139,0,1.854,1.983,1.699
19/02/2022 11:45:00,6.513,3.597,2.218,0,1.89,2.036,1.733
19/02/2022 12:00:00,6.511,3.59,2.306,0,1.934,2.082,1.762
19/02/2022 12:15:00,6.506,3.589,2.407,0,1.976,2.128,1.786
19/02/2022 12:30:00,6.509,3.586,2.49,0,2.016,2.175,1.803
19/02/2022 12:45:00,6.506,3.591,2.548,0,2.058,2.233,1.815
19/02/2022 13:00:00,6.508,3.595,2.594,0,2.098,2.289,1.825
19/02/2022 13:15:00,6.496,3.605,2.617,0,2.137,2.356,1.833
19/02/2022 13:30:00,6.489,3.616,2.647,0,2.181,2.403,1.838
19/02/2022 13:45:00,6.497,3.624,2.667,0,2.229,2.446,1.842
19/02/2022 14:00:00,6.492,3.633,2.682,0,2.276,2.486,1.843
19/02/2022 14:15:00,6.496,3.648,2.701,0,2.316,2.521,1.844
19/02/2022 14:30:00,6.488,3.664,2.72,0,2.353,2.557,1.843
19/02/2022 14:45:00,6.487,3.679,2.759,0,2.39,2.596,1.842
19/02/2022 15:00:00,6.484,3.7,2.803,0,2.428,2.624,1.84
19/02/2022 15:15:00,6.489,3.722,2.843,0,2.459,2.649,1.835
19/02/2022 15:30:00,6.481,3.746,2.877,0,2.496,2.668,1.828
19/02/2022 15:45:00,6.483,3.771,2.925,0,2.525,2.684,1.82
19/02/2022 16:00:00,6.481,3.798,2.964,0,2.55,2.684,1.811
19/02/2022 16:15:00,6.473,3.823,2.997,0,2.575,2.679,1.801
19/02/2022 16:30:00,6.477,3.848,3.032,0,2.592,2.668,1.79
19/02/2022 16:45:00,6.473,3.874,3.066,0,2.605,2.651,1.777
19/02/2022 17:00:00,6.469,3.896,3.095,0,2.613,2.629,1.764
19/02/2022 17:15:00,6.474,3.919,3.112,0,2.615,2.605,1.751
19/02/2022 17:30:00,6.476,3.936,3.121,0,2.607,2.58,1.739
19/02/2022 17:45:00,6.471,3.959,3.135,0,2.598,2.554,1.727
19/02/2022 18:00:00,6.466,3.977,3.128,0,2.578,2.525,1.716
19/02/2022 18:15:00,6.461,3.994,3.141,0,2.556,2.5,1.705
19/02/2022 18:30:00,6.465,4.012,3.142,0,2.531,2.473,1.696
19/02/2022 18:45:00,6.467,4.025,3.159,0,2.5,2.443,1.687
19/02/2022 19:00:00,6.46,4.038,3.165,0,2.472,2.42,1.679
19/02/2022 19:15:00,6.461,4.053,3.169,0,2.438,2.394,1.671
19/02/2022 19:30:00,6.462,4.062,3.166,0,2.408,2.367,1.663
19/02/2022 19:45:00,6.455,4.071,3.174,0,2.375,2.341,1.656
19/02/2022 20:00:00,6.455,4.076,3.173,0,2.346,2.294,1.65
19/02/2022 20:15:00,6.449,4.085,3.16,0,2.318,2.255,1.644
19/02/2022 20:30:00,6.452,4.09,3.149,0,2.291,2.218,1.637
19/02/2022 20:45:00,6.441,4.097,3.127,0,2.268,2.182,1.632
19/02/2022 21:00:00,6.446,4.103,3.109,0,2.246,2.16,1.626
19/02/2022 21:15:00,6.442,4.105,3.078,0,2.221,2.136,1.622
19/02/2022 21:30:00,6.444,4.107,3.049,0,2.202,2.12,1.618
19/02/2022 21:45:00,6.43,4.107,3.025,0,2.182,2.108,1.615
19/02/2022 22:00:00,6.438,4.109,3,0,2.166,2.093,1.612
19/02/2022 22:15:00,6.438,4.109,2.957,0,2.152,2.083,1.61
19/02/2022 22:30:00,6.435,4.109,2.923,0,2.134,2.073,1.609
19/02/2022 22:45:00,6.434,4.107,2.878,0,2.118,2.059,1.609
19/02/2022 23:00:00,6.428,4.105,2.846,0,2.107,2.048,1.61
19/02/2022 23:15:00,6.426,4.1,2.808,0,2.095,2.037,1.612
19/02/2022 23:30:00,6.439,4.099,2.762,0,2.085,2.028,1.616
19/02/2022 23:45:00,6.427,4.097,2.725,0,2.074,2.03,1.621
20/02/2022 00:00:00,6.427,4.091,2.679,0,2.066,2.022,1.625
20/02/2022 00:15:00,6.429,4.084,2.654,0,2.061,2.013,1.629
20/02/2022 00:30:00,6.434,4.076,2.621,0,2.057,2.013,1.632
20/02/2022 00:45:00,6.423,4.071,2.572,0,2.053,2.009,1.635
20/02/2022 01:00:00,6.432,4.066,2.549,0,2.052,2.014,1.638
20/02/2022 01:15:00,6.431,4.058,2.524,0,2.055,2.017,1.642
20/02/2022 01:30:00,6.444,4.051,2.505,0,2.059,2.011,1.646
20/02/2022 01:45:00,6.435,4.045,2.476,0,2.064,2.016,1.65
20/02/2022 02:00:00,6.439,4.038,2.455,0,2.071,2.02,1.654
20/02/2022 02:15:00,6.439,4.027,2.445,0,2.08,2.018,1.659
20/02/2022 02:30:00,6.452,4.022,2.419,0,2.092,2.027,1.665
20/02/2022 02:45:00,6.447,4.014,2.414,0,2.106,2.024,1.67
20/02/2022 03:00:00,6.46,4.007,2.403,0,2.123,2.032,1.676
20/02/2022 03:15:00,6.461,3.997,2.382,0,2.143,2.039,1.682
20/02/2022 03:30:00,6.468,3.99,2.38,0,2.161,2.051,1.686
20/02/2022 03:45:00,6.473,3.984,2.368,0,2.183,2.045,1.688
20/02/2022 04:00:00,6.474,3.976,2.377,0,2.203,2.057,1.688
20/02/2022 04:15:00,6.488,3.971,2.366,0,2.225,2.073,1.686
20/02/2022 04:30:00,6.489,3.966,2.357,0,2.243,2.08,1.682
20/02/2022 04:45:00,6.501,3.959,2.347,0,2.266,2.096,1.678
20/02/2022 05:00:00,6.511,3.956,2.348,0,2.285,2.096,1.675
20/02/2022 05:15:00,6.514,3.953,2.343,0,2.304,2.094,1.674
20/02/2022 05:30:00,6.523,3.95,2.353,0,2.323,2.105,1.675
20/02/2022 05:45:00,6.528,3.947,2.356,0,2.344,2.092,1.682
20/02/2022 06:00:00,6.53,3.949,2.363,0,2.363,2.103,1.697
20/02/2022 06:15:00,6.54,3.952,2.372,0,2.385,2.112,1.72
20/02/2022 06:30:00,6.55,3.953,2.383,0,2.409,2.114,1.747
20/02/2022 06:45:00,6.556,3.958,2.386,0,2.434,2.129,1.775
20/02/2022 07:00:00,6.56,3.961,2.403,0,2.473,2.152,1.801
20/02/2022 07:15:00,6.566,3.969,2.415,0,2.51,2.196,1.827
20/02/2022 07:30:00,6.577,3.975,2.446,0,2.559,2.247,1.854
20/02/2022 07:45:00,6.587,3.983,2.471,0,2.619,2.293,1.878
20/02/2022 08:00:00,6.589,3.99,2.504,0,2.688,2.34,1.899
20/02/2022 08:15:00,6.588,4.001,2.537,0,2.756,2.379,1.916
20/02/2022 08:30:00,6.601,4.011,2.578,0,2.816,2.412,1.931
20/02/2022 08:45:00,6.604,4.017,2.616,0,2.867,2.445,1.946
20/02/2022 09:00:00,6.603,4.037,2.661,0,2.911,2.486,1.962
20/02/2022 09:15:00,6.609,4.049,2.709,0,2.948,2.53,1.981
20/02/2022 09:30:00,6.62,4.057,2.749,0,2.976,2.572,2
20/02/2022 09:45:00,6.618,4.073,2.795,0,3.001,2.619,2.02
20/02/2022 10:00:00,6.615,4.085,2.853,0,3.028,2.664,2.04
20/02/2022 10:15:00,6.621,4.096,2.893,0,3.055,2.704,2.058
20/02/2022 10:30:00,6.631,4.115,2.93,0,3.08,2.743,2.075
20/02/2022 10:45:00,6.625,4.128,2.984,0,3.109,2.765,2.092
20/02/2022 11:00:00,6.631,4.141,3.04,0,3.144,2.791,2.109
20/02/2022 11:15:00,6.636,4.152,3.088,0,3.175,2.813,2.126
20/02/2022 11:30:00,6.634,4.172,3.119,0,3.208,2.836,2.146
20/02/2022 11:45:00,6.637,4.178,3.171,0,3.24,2.866,2.168
20/02/2022 12:00:00,6.636,4.194,3.221,0,3.266,2.889,2.196
20/02/2022 12:15:00,6.635,4.204,3.246,0,3.284,2.919,2.23
20/02/2022 12:30:00,6.627,4.216,3.289,0,3.306,2.945,2.271
20/02/2022 12:45:00,6.627,4.223,3.338,0,3.331,3.003,2.32
20/02/2022 13:00:00,6.635,4.239,3.382,0,3.353,3.044,2.368
20/02/2022 13:15:00,6.632,4.249,3.434,0,3.377,3.078,2.41
20/02/2022 13:30:00,6.638,4.265,3.485,0,3.403,3.113,2.445
20/02/2022 13:45:00,6.638,4.279,3.518,0,3.432,3.139,2.482
20/02/2022 14:00:00,6.63,4.291,3.566,0,3.465,3.159,2.532
20/02/2022 14:15:00,6.626,4.299,3.627,0,3.507,3.221,2.588
20/02/2022 14:30:00,6.624,4.314,3.67,0,3.533,3.223,2.653
20/02/2022 14:45:00,6.625,4.325,3.718,0,3.552,3.23,2.725
20/02/2022 15:00:00,6.626,4.339,3.785,0,3.566,3.248,2.802
20/02/2022 15:15:00,6.628,4.355,3.826,0,3.597,3.273,2.883
20/02/2022 15:30:00,6.63,4.367,3.861,0,3.603,3.316,2.956
20/02/2022 15:45:00,6.616,4.383,3.895,0,3.638,3.331,3.028
20/02/2022 16:00:00,6.614,4.399,3.948,0,3.666,3.356,3.084
20/02/2022 16:15:00,6.613,4.422,3.987,0,3.684,3.37,3.125
20/02/2022 16:30:00,6.614,4.442,4.026,0,3.701,3.403,3.16
20/02/2022 16:45:00,6.61,4.465,4.049,0,3.726,3.426,3.191
20/02/2022 17:00:00,6.618,4.487,4.06,0,3.747,3.421,3.216
20/02/2022 17:15:00,6.617,4.507,4.078,0,3.763,3.468,3.234
20/02/2022 17:30:00,6.608,4.535,4.102,0,3.777,3.486,3.234
20/02/2022 17:45:00,6.611,4.562,4.134,0,3.79,3.479,3.232
20/02/2022 18:00:00,6.611,4.59,4.154,0,3.8,3.509,3.219
